pkg_name,max(vercode)
balls.arcademaker.bricks.breaker.brounce.ballz,191451731
balls.arcademaker.bricks.breaker.brounce.ballz.puzzle,1241501731
ballz.brick.breaker.ballz.bounce.free,36
ballz.magiplay.bricks.breaker.ballz.balls.bounce.puzzle,47
bass.booster.equalizer.music,9
batalsoft.band.live.rock,9
batalsoft.drumsolo.legend,26
batalsoft.drumsolohd,54
batalsoft.drumsolohd.rock,23
batalsoft.piano.solo.hd,4
batalsoft.powerguitarhd,9
bazinga.historyclean,7
bbc.mobile.news.ww,4
bbc.mobile.sport.ww,8531113
bc.leg,818
be.belfius.directmobile.android,311
be.intotheweb.cyprien,9
be.persgroep.android.news.mobilead,5010600
be.persgroep.android.news.mobilehln,4000002
be.sebsob.thuglifemaker,65
be.tweedehands.m,96
bearface.games.merchant,268
beemoov.amoursucre.android,980
beemoov.mabimbo.android,2091523280
berserker.android.livewallpapers.waterizelite,44
best.apparel.compare.coupons.discounts.tracker.assistant.alert,1051
best.cricket.game,8
best.deals.compare.coupons.discounts.tracker.assistant.alert,1083
best.game.bulbsmash,43
best.hd.uhd.football.wallpapers,8
best.home.compare.coupons.discounts.tracker.assistant.alert,1069
best.live_wallpapers.name_on_birthday_cake,9
best.photo.app.bracescamera,640004
best.photo.app.girlshairstyles,640004
best.photo.app.weddinghairstyles2018,640002
best.status.quotes.whatsapp,8
best2017translatorapps.all.language.translator.free,9
bestSoftRocket.freeMp3Downloads,86
bestfreelivewallpapers.funny_photo_editor,9
bestfreelivewallpapers.love_photo_frames_hd,9
bestfreelivewallpapers.love_photoframes,5
bestfreelivewallpapers.new_year_2015_fireworks,30
betis.carkifelektr,18
bg.telenor.mytelenor,3
bhabhi.tadka.numberlocator.desi,9
biart.com.flashlight,99
bible.kingjamesbiblelite,98
bible.study.fiftyday.challenge.king.james.bible.christian.religion,49
bible.wordgame.words.connect.crossword.cookies,47
biblereader.olivetree,8660
bibleverses.bibleverse.bible.biblia.verse.devotion,71
biblia.sagrada.bibliasagrada.jfa,15
bigbears.com.logictasks,31
biggiant.prisonescape,554
bigolive.filters,3
bijoy.keyboard,4
billiard.snooker.poolgame.ultimate.pro,49
binaryearth.handygpsfree,90
bitartist.marksix,86
bitsie.playmee.musicplayer.free,9
biz.arrowstar.funnyfood2,1206050
biz.arrowstar.funnyfood3,1300011
biz.binarysolutions.fasp,80
biz.canisrigel.nurseryrhymes,32
biz.mtoy.blockpuzzle.revolution,48
biz.neoline.masha,40151
bizomobile.actionmovie.free,8
bkav.android.inputmethod.gtv,9
black.glassy.window.theme,10000
black.photo.slideshow.music,2
black.real.man.gentle.hd,210173
black.video.crop,5
blackart.leddigiclock.livewp,9
blackcarbon.wordpad,21
blak3n.sltheme.galaxy,1
blibli.mobile.commerce,8
block.app.wars,88
bluelight.filter.sleep.warmlight.eyes.battery,1263
bluepin_app.cont.POLI_ENGLISH,7
bluepin_app.cont.hello_carbot,14
blur.photo.android.app.addquick,8
bms.main,220
bn.ereader,722
bo.com.tigo.tigosports,35
board.boardresult2017,32
bodybuilding.fitness.workout.game,24
book.shelf.wooden.theme,10110
books.ebook.pdf.reader,1660
boost.mega.likes,4
bouncing.balls.artworks,20000036
boy.nsoft.photoeditor,9
boy.nsoft.tatooeditor,4
boyansoft.bogmix.millionaire,80
br.android.receita,9
br.biblia,9
br.com.aleluiah_apps.bibliasagrada.feminina,9
br.com.aleluiah_apps.dicionario_biblico.es,9
br.com.aleluiah_apps.hinario.harpa_crista,6
br.com.aleluiah_apps.hinario.harpa_crista.feminino,35
br.com.aleluiah_apps.versiculo_biblico_dia.feminino.br,9
br.com.amil.beneficiarios,334
br.com.app.gpu1622660.gpu9b5c43256d3faa5c3ad1ef7369f09620,590
br.com.appfactory.catho,42
br.com.balaozinhos,15
br.com.band.guiatv,48
br.com.banrisul,882
br.com.bb.android,89
br.com.beblue,38
br.com.bibliasagrada,41
br.com.blackmountain.makeup,8
br.com.blackmountain.mylook,82
br.com.blackmountain.mylookextra,8
br.com.blackmountain.photo.text,7
br.com.blooti.chavinhogroove,9
br.com.bradesco.cartoes,235117
br.com.bradesco.netempresa,3424
br.com.bradesco.next,3001107
br.com.brainweb.ifood,98
br.com.buscape.MainPack,86
br.com.cadena.smartradio.fmodia,9
br.com.carrefour.cartaoatacadao,90000070
br.com.casamentos.launcher,71
br.com.cittabus,98
br.com.clubeextra,81
br.com.couldsys.desafiobiblico,95
br.com.ctncardoso.ctncar,94
br.com.cuponeria,5
br.com.cybercook.receitas,74
br.com.dafiti,60020071
br.com.detectordecorrupcao,10204
br.com.deway.wfapp,7
br.com.dicionarioinformal.android,6
br.com.digio,92
br.com.easytaxi,61
br.com.edeploy.dotz,31311
br.com.edeploy.gol.checkin.activities,79
br.com.embryo.rpc.android,94
br.com.enjoei.app,95
br.com.escolhatecnologia.vozdonarrador,8
br.com.escolhatecnologia.voztradutor,858
br.com.fabiosistemas.rastreador,95
br.com.fltech.NviBible,37
br.com.frizeiro.bibliaalmeidaatualizada,32
br.com.gabba.Caixa,45
br.com.geekie.geekiegames,64
br.com.generalsite.consultacpfspcserasa,27
br.com.gerenciadorfinanceiro.controller,99
br.com.globosat.android.sportvplay,130
br.com.goleditora.nuvemlivrosvivocel,55
br.com.golmobile.nuvemjornaleiro.activity,39
br.com.golmobile.placaruol,90
br.com.guiabolso,96
br.com.handtalk,81
br.com.hotelurbano,9
br.com.icarros.androidapp,99
br.com.intermedium,90019
br.com.jcsys.jonas.forca,5
br.com.kanui,100100415
br.com.lardev.android.rastreiocorreios,28
br.com.lftek.android.Loteria,65
br.com.lge.smartTruco,95
br.com.lgrmobile.jdb2,176
br.com.lojasrenner,53
br.com.maartins.bibliajfara,26
br.com.macwingo.semparar,85
br.com.marisa.android,8
br.com.melhoresdestinos.MelhoresDestinosMobile,105030
br.com.meupag,207
br.com.mobicare.minhaoi,33
br.com.mobicare.oiwifi,14144424
br.com.mobicare.samsung.recarga,1
br.com.mobicare.tim.recarga,9
br.com.mobile.ticket,7
br.com.mobits.cartolafc,9
br.com.mobits.peixeurbano,700018201
br.com.mototoquesgxe,28
br.com.msapp.curriculum.vitae.free,8
br.com.multiplus.participantemultiplus,220278
br.com.neon,99
br.com.net.netapp,9091
br.com.netcombo.now,90004
br.com.netshoes.app,51005
br.com.nextel.ecommerce,67
br.com.oi.tecnicovirtual,10901
br.com.original.bank,299
br.com.paodeacucarmais,99
br.com.parciais.parciais,69
br.com.passeidireto,406
br.com.q48,300012
br.com.radios.radiosmobile.radiosnet,7
br.com.rodriformiga.pixeldungeon,83
br.com.rodrigokolb.classicdrum,9
br.com.rodrigokolb.congasandbongosfree,41
br.com.rodrigokolb.dubstepbeatz,9
br.com.rodrigokolb.electropads,9
br.com.rodrigokolb.funkbrasil,8
br.com.rodrigokolb.hiphopbeatz,9
br.com.rodrigokolb.musicequalizer,9
br.com.rodrigokolb.piadasbrasil,9
br.com.rodrigokolb.realbass,9
br.com.rodrigokolb.realdrum,99
br.com.rodrigokolb.realguitar,49
br.com.rodrigokolb.realpercussion,8
br.com.rodrigokolb.realpiano,9
br.com.rodrigokolb.reggaetonpads,9
br.com.rodrigokolb.tabla,37
br.com.santander.way,138
br.com.sbt.app,20
br.com.sicoobnet,93
br.com.sicredimobi.smart,41
br.com.socialspirit.android,200131
br.com.sofist.cpfnanota,482
br.com.sportv.times.corinthians,85
br.com.sportv.times.flamengo,85
br.com.sportv.times.palmeiras,85
br.com.sportv.times.saopaulo,85
br.com.supero.posthaus.site,9
br.com.tapps.bidwars,139
br.com.tapps.bidwars2,124
br.com.tapps.catevolution,111
br.com.tapps.chefrescue,149
br.com.tapps.cookbookmaster,134
br.com.tapps.cowevolution,169
br.com.tapps.deardiary,120
br.com.tapps.donotdisturb,2033
br.com.tapps.donotdisturb2,116
br.com.tapps.dragonevolution,107
br.com.tapps.epicpartyclicker,148
br.com.tapps.evolutiongalaxy,123
br.com.tapps.fashionfever,111
br.com.tapps.fatnomore,133
br.com.tapps.forestfolks.homedesign,118
br.com.tapps.forestfolks.petspa,106
br.com.tapps.foxevolution,106
br.com.tapps.giraffeevolution,167
br.com.tapps.goatevolution,134
br.com.tapps.hollywoodbillionaire,108
br.com.tapps.hospitaldash,115
br.com.tapps.kittycatclicker2,1124
br.com.tapps.leagueofgamers,117
br.com.tapps.logicpic,1150
br.com.tapps.minequest,138
br.com.tapps.minequest2,138
br.com.tapps.moneytree,128
br.com.tapps.moneytreecity,106
br.com.tapps.myboo,1194
br.com.tapps.myburgershop2,129
br.com.tapps.mycoffeeshop,113
br.com.tapps.mygrumpy,115
br.com.tapps.myicecreamtruck,113
br.com.tapps.mypizzashop,2020
br.com.tapps.myprincesscastle,1106
br.com.tapps.mysaladshop,113
br.com.tapps.myvirtualpetshop,2050
br.com.tapps.octopusevolution,101
br.com.tapps.platypusevolution,168
br.com.tapps.sharkevolution,103
br.com.tapps.starside,150
br.com.tapps.tinyautoshop,153
br.com.tapps.toilettime,2327
br.com.tapps.ufb,1126
br.com.tapps.ufb2,110
br.com.tapps.unicornevolution,108
br.com.tapps.vloggergoviral,167
br.com.tapps.weareilluminati,114
br.com.tapps.zebraevolution,113
br.com.tattobr.android.shareapps,9
br.com.techbits.novedigitos,4
br.com.tecnonutri.app,99
br.com.telecineplay.android,9
br.com.timbrasil.meutim,63
br.com.timkidscriar,13
br.com.tricae,10101019
br.com.tunglabs.bibliasagrada.mulher,62
br.com.turmadamonica.cascao,12
br.com.uol.batepapo,67
br.com.userede,18102422
br.com.vagalume.android,9
br.com.vagalume.fm,2300352
br.com.verde.alarme,3
br.com.viewit.xcommerce.ricardoeletro,9
br.com.vivo,82
br.com.vivo.vivoeasy,71
br.com.voeazul,60
br.com.youse,73
br.com.yurikimo.tssc,406
br.com.zap.aluguel,20314
br.com.zap.imoveis,20314
br.com.zattini,210000
br.com.zeroeum.bibliasagrada,44
br.com.zeropaper.app,1610160
br.com.zeroum.caixinhademusica,9
br.com.zeroum.cancionesdelagranja,36
br.com.zeroum.mashaandthebear,58
br.com.zeroum.patatipatata,8
br.com.zeroum.turmadagalinha,9
br.com.zoetropic.free,6700005
br.eddj.modf,9
br.gov.caixa.bolsafamilia,9
br.gov.caixa.cartoes,2
br.gov.caixa.fgts.trabalhador,8
br.gov.caixa.trabalhador,9
br.gov.caixa.webcaixa,2
br.gov.dataprev.meuinss,18
br.gov.inep.inepenem,100038
br.gov.pr.celepar.sefa.nfparana,89
br.gov.sinesp.cidadao.android,9
br.gov.sp.detran.simulado,263
br.gov.sp.prodesp.spservicos,739
br.ibahiatisoft.hd.camhdquality,91502106
br.jus.tse.eleitoral.etitulo,10404
br.nanoit.viewbus,99
br.pipacombate.maiworm,751
br.pipacombate3d.maiworm,10900
br.tv.horizonte.android.premierefc,89
br.uol.noticias,85
br.vidio.sliderefotovideo,27082018
brain.teasers.logic.puzzles.riddles,9
brasil.rj.proapps.leiseca,78
braveheart.apps.apkinstaller,9
bravoo.instagramdownloader,9
breastenlarger.bodyeditor.photoeditor,9
bri.delivery.brimobile,810
brilliant.sari,96
browse.indian.freebrowser,66
browser4g.fast.internetwebexplorer,2322
bsoft.com.mp3.cutter.ringtone.video.maker.trimmer,60
buba.electric.mobileelectrician,33
bubble.escape,20000001
bubble.shoot.bubbles.game.saga.world,7
bubble.shoot.fruit.splash.game2,26
bubble.shooter.match3fun,20000055
bubble.shooter.shooting.shoot.game,9
bubbles.pop.power,20000131
bubbleshooter.android,62
bubbleshooter.classic,20003
bubbleshooter.orig,6
bubbleshooter.puzzle,5
bubbleshooter.space,3
buet.rafi.dictionary,5
bulat.diet.helper_ru,99
business.card.maker.scopic,9
business.simple.black.thema.pure,10109
buttocksworkout.hipsworkouts.forwomen.legworkout,27
bwebmedia.conecupcakesmaker,2000011
bwebmedia.cookbakedlasagna,5001001
bwebmedia.cookingrainbowbirthdaycake,4000001
bwebmedia.homedecoration,3000001
bwebmedia.sandracookingdesserts,2000001
bwebmedia.strawberryicecreamsandwiches,5000000
bwebmedia.vetpatrol,2000000
bwebmedia.worldbestcookingrecipes,2000000
by.ai91.lyfoes,5040
by.alfasoft.WashCarGame,37
by.androld.contactsvcf,59
by.game.binumbers,9
by.mts.client,25
by.panko.wherelogic,45
by.pdd.tasks.test,6
by.prokorim.magic,48
by.prokorim.pou_egg,39
by.squareroot.balda,33
by.squareroot.kingsquare,95
by.tut.nurkz.android,89
bz.ddd.ahlam,91
c.programming,8
ca.bell.selfserve.mybellmobile,67
ca.cbc.mobile.android.cbcnewsandroidwebview,60003
ca.crea.realtor,4
ca.lbcstudios.hempire,267
ca.roofdog.biketrip,27
ca.roofdog.fishing,1140
ca.roofdog.pm2,65
ca.roofdog.pocketmine,35
ca.roofdog.roadtrip,1010
ca.roofdog.roadtrip2,39
ca.tsn.mobile.android,95
ca.virginmobile.myaccount.virginmobile,65
cab.snapp.passenger.play,128
calc.gallery.lock,30000110
call.free.international.phone.call,144
call.name.announcer,8
call.recoderapk,7
call.recorder.automatic.acr,172
call.sms.flash.alert,9
call_app.notification.light,47
caller.id.phone.number.block,1540
camera360.lite.beauty.selfie.camera,1215005268
camerascanner.photoscanner.pdfconverter,30000533
canh.com.musistream,30
capitecbank.remote.prd,2
car.logoquiz.flappybird.logosquiz.icomania.sudoku.car.game,9067
carrioncastillo.aprender.leer,6
carrioncastillo.invitaciones.happy,5
carrioncastillo.puntos.animales,4
cas.rainbow.camera.photo.editor,8
cast.video.screenmirroring.casttotv,29
cat.ereza.sounds.baby,7
cat.ereza.sounds.cats,7
cat.ereza.sounds.nasty,4
cat.minkusoft.jocstauler,59
cbg.android.haberturk,80
cbg.android.showtv,9
cc.chess,60
cc.dict.dictcc,80005
cc.dreamspark.intervaltimer,102100
cc.forestapp,91
cc.hayah.pregnancycalc,91
cc.leet.free,245
cc.pacer.androidapp,2018110300
cc.primevision.weather01,54
cc.relive.reliveapp,99
cci.usage,6175
cdiscount.mobile,71
cgeo.geocaching,20181013
ch.admin.meteoswiss,2330
ch.autoscout24.autoscout24,602115
ch.bitspin.timely,21
ch.ethz.im.codecheck,306
ch.iAgentur.i20Min,579
ch.iAgentur.i20MinFr,579
ch.local.android,97
ch.pboos.android.SleepTimer,92
ch.protonmail.android,525
ch.publisheria.bring,91
ch.sbb.mobile.android.b2c,80500054
ch.smalltech.battery.free,16610
ch.smalltech.horoscope.free,15704
ch.smalltech.ledflashlight.free,20052
ch.threema.qrscannerplugin,8
champion.bubble,20004111
chargerbooster.charger.faster.booster,4
chat.anti,1053
chat.chatingtostrangers,80
chat.meet.date.me,2148
chat.meme.inke,612
chat.ola.vn,9000062
chat.teen,6001
cheehoon.ha.particulateforecaster,55
chessfriends.online.chess,405070
chilon.consult.pingpong2,8
chris.cooper.androids.full,21
chumob.cut.paste.photo.editor,5
chumob.garden.photo.frames,5
chumob.nature.photo.frames,6
chumob.photo.blender,8
circle.game.bead16,9
citamovil.saludresponde,3038
cityguide.probki.net,989460
cjvg.santabiblia,9
cl.agamba.tv,3200
cl.datacomputer.alejandrob.newgpsjoystick,113
cl.entel.appswlsdesa,92
cl.facemama.gestograma,7
cl.movistar.android,5
cl.yapo,35
classic.pdf.reader.viewer.djvu.epub.fb2.txt.mobi.book.reader.lirbi.libri,706
click.media.lite.soundbooster.team,5
click.media.lite.speakerbooster.team,5
cloudtv.cloudskipper,55
clr.rksoftware.com.autocomment,36
club.fromfactory,40806
club.magicphoto.squarequicknew,92
club.pixelbox.instasquare,9
cm.clean.master.cleaner.booster.cpu.cooler,8
cm.technology.next.live.wallpaper,1
cn.danatech.xingseus,25
cn.edaysoft.HairSalonNew,8
cn.gloud.client.en,239180119
cn.jingling.motu.photowonder,97
cn.menue.barcodescanner,3
cn.orangelab.werewolf,201810291
cn.voilet.musicplaypro,63
cn.wps.moffice_eng,91
cn.wps.moffice_i18n,73
cn.xender,77
co.acnet.hotvpn,2018052518
co.appedu.snapask,1
co.bird.android,300301
co.bitx.android.wallet,565
co.brainly,405500000
co.chopperkhan.emojisurvival,5
co.com.bbva.mb,40838
co.com.fincaraiz.app,67
co.easy4u.writer,2016112301
co.findship.FindShip2,9
co.fourapps.awordgame,51
co.fusionweb.blackfriday,9
co.go.fynd,62
co.good.android,62
co.gradeup.android,300
co.gradeup.android.testseries,55
co.gradeup.k12,91
co.happybits.marcopolo,9
co.il.panet.activity,9
co.kr.bobaedream,41
co.kr.medialog.swatandzombie,99
co.kr.sonky.mirror,4
co.kr.yatravel.pension,8
co.liquidsky,84
co.maingame.SimulatorBusTelolet3D,9
co.pamobile.gamelauncher,6
co.pumpup.app,1505150006
co.quizhouse,42
co.rijal.gameedukasi,2150400
co.ringo,671
co.romesoft.girls.highHeels.shoesDesigner,5
co.romesoft.girls.legSpa.dressUp,5
co.romesoft.kids.barber.shop.beard.mustache,5
co.romesoft.kids.car.wash.salon.autoBodyShop,6
co.romesoft.kids.supermarket.cashier,5
co.romesoft.kids.wash.treat.pets,4
co.romesoft.toddlers.coloringBook,7
co.romesoft.toddlers.match.cars,8
co.romesoft.toddlers.memory.alphabet,6
co.romesoft.toddlers.memory.digger,8
co.romesoft.toddlers.memory.dino,5
co.romesoft.toddlers.memory.fruits,6
co.romesoft.toddlers.memory.insects,7
co.romesoft.toddlers.puzzle.alphabet,9
co.romesoft.toddlers.puzzle.animals,8
co.romesoft.toddlers.puzzle.digger,8
co.romesoft.toddlers.puzzle.fish,6
co.romesoft.toddlers.puzzle.math,8
co.romesoft.toddlers.puzzle.truck,8
co.romesoft.toddlers.race.car,5
co.romesoft.toddlers.race.truck,4
co.snaptee.android,7
co.solovpn,2018103003
co.speechnotes.speechnotes,58
co.spiritbomb.skychamp,426
co.spoonme,149
co.squidapp.squid,158
co.tamatem.awadcar,9
co.tamatem.copsduty,4
co.tamatem.downshiftdrift,2030
co.tamatem.driftking,9
co.tamatem.hazalhadeedtatweef,9
co.tamatem.highwaydrifting,21
co.tamatem.moronTestG,3
co.tamatem.openroaddrifting,9
co.thefabulous.app,35001
co.touchapps.makeup_girls.lite,8
co.touchapps.makeupgirls.weddingedition,2
co.touchlab.android.onesecondeveryday,207030
co.triller.droid,7030019
co.tslc.cashe.android,2171
co.uk.avatar.avatar2016face,8
co.uk.fanstudio.traffic3d,5
co.uk.game.mobileapp,815
co.uk.ringgo.android,60701000
co.unlockyourbrain,987
co.vero.app,140343
co.vine.android,99
co.we.torrent,223
co.windyapp.android,94
co.winsportsonline.wso,2408
co.wuffy.player,501600353
co.yellw.yellowapp,20015304
coconut.island.nk,348
codematics.universal.tv.remote.control,9
codes.simen.l50notifications,6
coin.vidplayer.popupvideo,4
collage.text.photo.collage.maker.editing.photocollage.text.photo.editor,9
com.AB.RCDHD,260
com.AB.RCDZIL,134
com.ADDAentertainment.SlotsBuffalo,39
com.ADDAentertainment.SlotsWolf,41
com.AIGames.DSFM,77
com.ASBO.Shred,67
com.AT.Mp3Player3D,45
com.AT.StormMp3Player3D,8
com.AUTORUS.JapanDrag,10
com.AXgamesoft.TurbopropFS,8
com.AccidentalEmpire.Hundredballs,9
com.Adcoms.FileSystem,9
com.Ahmad.Kzb,9
com.Ahmad.VoiceChangerAR,31
com.Ahmad.WifiBoosterAR,17
com.Al.Malk.kasselanbaya2,8
com.AlexCM.Parchis,375
com.Alienforcegames.ChessFusionFree,46
com.AllahLiveWallpapernn,9
com.Alper.GravityProject,8
com.Alper.Manuganu,16
com.Alper.Manuganu2,9
com.Alper.SwordOfXolan,17
com.AnantarupaStudios.AsianGames2018,20
com.AnantarupaStudios.ChokiChokiARBoboiboy,19
com.AnatomyLearning.Anatomy3DViewer3,89
com.AndoridLove.jhdream,72
com.AngleApp.BirthdayWishesMessages,43
com.AngleApp.GoodMorningNightFeeling,42
com.AnimaGames.RealKite,12
com.Anime.Avatar.Creator.Vex,6
com.Anime.Love.Story.Games.Girls,26
com.AnionSoftware.ApocalypseRunnerSeasons,5
com.AnionSoftware.DeathPipeFree,8
com.Apiju.My.Photo.Keyboard.Themes,18
com.AppDesign.Split5050,28
com.AppRocks.i.muslim.prayer.times,3112
com.AppRocks.now.prayer,9
com.Apptriple.Namesofallah.Asmaulhusna,9
com.AprenderJugando.Alfabeto2,8
com.AquariumLiveWallpapernn,9
com.ArtInGames.AirAttack2f,115
com.Assault.LineCS,7
com.Avalon.Pendragon,3
com.Avalon.amazingrun,7
com.Avenza,67
com.AwesomeIndustries.DriftZone2,31
com.BBsRs.HSPAP.Tweaker,26
com.BECi.live3,47
com.BS_Pias.twentynine,4
com.Baby.Doll.House.Games.Girls.Vex,2
com.BabyPhotoCollageMaker,9
com.Bacterial.Vaginosis.app,6
com.BaliCheckers.Checkers,5
com.BasmalaSOFT.Almassiada,313
com.BasmalaSOFT.MillionWithGeorge,578
com.BatteryUseStatus,27
com.BeachLiveWallpaperHQ,9
com.BeachPhotoFramesnnn,9
com.BeatenPixel.stickman_backflip_killer_4,7
com.BeautiFunGames.Nihilumbra,33
com.BeautifulDesignBirthdayCake.myapp,2
com.BeerMoneyGames.Demolition2,1356
com.Beltheva.Alpaka,39
com.BenzylStudios.MenFormalShirt.PhotoMaker,8
com.BenzylStudios.PoliceUniform.MenPhotoMaker,7
com.BenzylStudios.waterfall.photoeditor,9
com.BeresnevGames.Knife,57
com.BestFreeGames.AirplaneFly3DFlightPlane,14
com.BestPhotoEditor.CatFace.PhotoEditor,28
com.BestPhotoEditor.FreeVideoEditor,8
com.BestPhotoEditor.LoveVideoMakerWithMusic,6
com.BestPhotoEditor.MusicVideoMaker,8
com.BestPhotoEditor.PhotoVideoMaker,3
